ExperimentID,Serie,Modelo,Strategy,N_Features_Selected_mean,N_Features_Selected_std,N_Repeticoes,N_Features_Total
chamados_v4_fs_mlp_ftest,airlines,1mlpftest,f_test,5.000000,0.000000,10,20
chamados_v4_fs_mlp_ftest,austres,1mlpftest,f_test,1.000000,0.000000,10,1
chamados_v4_fs_mlp_ftest,coloradoRiver,1mlpftest,f_test,9.000000,0.000000,10,16
chamados_v4_fs_mlp_ftest,sunspot,1mlpftest,f_test,9.000000,0.000000,10,9
