serie,MSE,MAD,MAPE,l_max
sunspot.txt,598.7995154691804,18.298169850436697,54.584077309542586,1
lynx.txt,339260.5841598969,480.9069366218276,38.887860763885115,1
airlines.txt,465.4409857879747,17.547391260654607,3.826301899385797,11
