ExperimentID,Serie,Modelo,N_Repeticoes,MSE_mean,MSE_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,theil_mean,theil_std,ARV_mean,ARV_std,IA_mean,IA_std,POCID_mean,POCID_std
chamados_pct10_fs_mlp_rfecv,airlines,1mlppct10rfecv,10,456.051102,154.217744,21.136515,3.214348,17.972806,2.749039,3.910144,0.567618,0.232255,0.116402,0.085860,0.032913,0.979146,0.007723,77.857143,2.258770
chamados_pct10_fs_mlp_rfecv,austres,1mlppct10rfecv,10,1372.366451,2484.939556,29.503274,23.615514,26.772395,22.829241,0.152917,0.130091,0.554246,0.853874,0.077232,0.103007,0.973826,0.041315,87.500000,0.000000
chamados_pct10_fs_mlp_rfecv,coloradoRiver,1mlppct10rfecv,10,0.034741,0.003997,0.186117,0.010635,0.149052,0.009238,18.127462,0.800732,1.085411,0.152818,0.630041,0.035885,0.800069,0.014309,59.729730,2.532157
chamados_pct10_fs_mlp_rfecv,samurec,1mlppct10rfecv,10,48.995738,2.005638,6.998359,0.144190,5.794184,0.157276,19.864553,0.558124,5.869011,1.002605,9.390962,1.402262,0.341467,0.016329,57.033898,4.055419
chamados_pct10_fs_mlp_rfecv,sunspot,1mlppct10rfecv,10,323.481352,60.151918,17.925289,1.551122,13.695929,1.382362,36.490152,5.651423,0.454388,0.136367,0.199377,0.054067,0.953833,0.010760,76.428571,4.192099
chamados_pct10_fs_mlp_rfecv,windspeedfortaleza,1mlppct10rfecv,10,0.129549,0.010579,0.359650,0.014959,0.283842,0.005580,9.793795,0.199672,0.574719,0.032340,0.226751,0.009584,0.940073,0.003667,64.285714,4.761905
