ExperimentID,Serie,Modelo,Strategy,N_Features_Selected_mean,N_Features_Selected_std,N_Repeticoes,N_Features_Total
chamados_pct10_fs_rfembedded,airlines,1amv1pct10rfembedded,rf_embedded,4.200000,0.788811,10,13
chamados_pct10_fs_rfembedded,austres,1amv1pct10rfembedded,rf_embedded,2.700000,0.483046,10,8
chamados_pct10_fs_rfembedded,coloradoRiver,1amv1pct10rfembedded,rf_embedded,16.200000,1.316561,10,67
chamados_pct10_fs_rfembedded,samurec,1amv1pct10rfembedded,rf_embedded,41.700000,2.907844,10,107
chamados_pct10_fs_rfembedded,sunspot,1amv1pct10rfembedded,rf_embedded,10.100000,0.994429,10,26
chamados_pct10_fs_rfembedded,windspeedfortaleza,1amv1pct10rfembedded,rf_embedded,5.200000,0.788811,10,13
