ExperimentID,Serie,Modelo,N_Repeticoes,MSE_mean,MSE_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,theil_mean,theil_std,ARV_mean,ARV_std,IA_mean,IA_std,POCID_mean,POCID_std
chamados_v4_fs_mlp_rfecv,airlines,1mlprfecv,10,532.150554,110.766707,22.961689,2.336045,18.425551,2.189996,3.861875,0.437674,0.325093,0.095755,0.114171,0.026776,0.974057,0.005849,78.571429,0.000000
chamados_v4_fs_mlp_rfecv,austres,1mlprfecv,10,1177.378889,733.589876,32.744906,10.808949,30.880152,11.472033,0.176329,0.065481,0.624607,0.401646,0.106509,0.061587,0.970813,0.017911,87.500000,0.000000
chamados_v4_fs_mlp_rfecv,coloradoRiver,1mlprfecv,10,0.026856,0.015313,0.159640,0.039026,0.132792,0.037647,17.739372,5.064452,1.723236,0.804055,0.774334,0.060782,0.816255,0.055226,68.783784,3.084846
chamados_v4_fs_mlp_rfecv,sunspot,1mlprfecv,10,299.451093,15.335123,17.299482,0.445973,13.582326,0.527239,34.795334,1.261505,0.358092,0.032182,0.172091,0.009036,0.958755,0.002194,73.571429,5.880519
