Familia,Serie,Metodo_FS,Metrics_Source_File,Pkl_Source_Dir,Features_Source_File,NFeatures,Trivial,MSE_Baseline,MSE_FS,RMSE_Baseline,RMSE_FS,MAE_Baseline,MAE_FS,MAPE_Baseline,MAPE_FS,theil_Baseline,theil_FS,ARV_Baseline,ARV_FS,IA_Baseline,IA_FS,POCID_Baseline,POCID_FS,PctGain
SVR,windspeedfortaleza,rfecv,results/chamados_pct10_fs_svr_rfecv/metrics.csv,data/result/chamados_pct10_fs_svr_rfecv/,results/chamados_pct10_fs_svr_rfecv/selected_features.csv,11.000000,False,0.128656,0.126313,0.358687,0.355406,0.269236,0.265582,9.134217,9.108327,0.526910,0.576440,0.212575,0.205604,0.942282,0.943917,71.428571,64.285714,0.914711
ARIMA-MLP,airlines,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,13.000000,False,350.410954,350.410954,18.719077,18.719077,15.254336,15.254336,3.356550,3.356550,0.141947,0.141947,0.061284,0.061284,0.984642,0.984642,78.571429,78.571429,0.000000
ARIMA-MLP,airlines,ftest,results/chamados_pct10_fs_ftest/metrics.csv,data/result/chamados_pct10_fs_ftest/,results/chamados_pct10_fs_ftest/selected_features.csv,13.000000,False,350.410954,350.410954,18.719077,18.719077,15.254336,15.254336,3.356550,3.356550,0.141947,0.141947,0.061284,0.061284,0.984642,0.984642,78.571429,78.571429,0.000000
ARIMA-MLP,airlines,mutualinfo,results/chamados_pct10_fs_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_mutualinfo/,results/chamados_pct10_fs_mutualinfo/selected_features.csv,5.000000,False,350.410954,351.039491,18.719077,18.736009,15.254336,15.022076,3.356550,3.318605,0.141947,0.137935,0.061284,0.061109,0.984642,0.984650,78.571429,78.571429,-0.090457
ARIMA-MLP,airlines,rfembedded,results/chamados_pct10_fs_rfembedded/metrics.csv,data/result/chamados_pct10_fs_rfembedded/,results/chamados_pct10_fs_rfembedded/selected_features.csv,4.200000,False,350.410954,381.058335,18.719077,19.519340,15.254336,14.502197,3.356550,3.171375,0.141947,0.134897,0.061284,0.064605,0.984642,0.983537,78.571429,78.571429,-4.275124
ARIMA-MLP,airlines,lasso,results/chamados_pct10_fs_lasso/metrics.csv,data/result/chamados_pct10_fs_lasso/,results/chamados_pct10_fs_lasso/selected_features.csv,1.000000,False,350.410954,384.823615,18.719077,19.616915,15.254336,15.322277,3.356550,3.354279,0.141947,0.134323,0.061284,0.065405,0.984642,0.983351,78.571429,78.571429,-4.796384
ARIMA-MLP,airlines,rfecv,results/chamados_pct10_fs_rfecv/metrics.csv,data/result/chamados_pct10_fs_rfecv/,results/chamados_pct10_fs_rfecv/selected_features.csv,11.600000,False,350.410954,590.865084,18.719077,21.964239,15.254336,17.472746,3.356550,3.798977,0.141947,0.169141,0.061284,0.091378,0.984642,0.974701,78.571429,76.428571,-17.336125
ARIMA-MLP,austres,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,8.000000,True,431.655978,431.655978,20.775953,20.775953,14.797446,14.797446,0.084622,0.084622,0.157572,0.157572,0.043833,0.043833,0.988900,0.988900,75.000000,75.000000,0.000000
ARIMA-MLP,austres,ftest,results/chamados_pct10_fs_ftest/metrics.csv,data/result/chamados_pct10_fs_ftest/,results/chamados_pct10_fs_ftest/selected_features.csv,8.000000,True,431.655978,431.655978,20.775953,20.775953,14.797446,14.797446,0.084622,0.084622,0.157572,0.157572,0.043833,0.043833,0.988900,0.988900,75.000000,75.000000,0.000000
ARIMA-MLP,austres,mutualinfo,results/chamados_pct10_fs_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_mutualinfo/,results/chamados_pct10_fs_mutualinfo/selected_features.csv,8.000000,True,431.655978,431.655978,20.775953,20.775953,14.797446,14.797446,0.084622,0.084622,0.157572,0.157572,0.043833,0.043833,0.988900,0.988900,75.000000,75.000000,0.000000
ARIMA-MLP,austres,rfembedded,results/chamados_pct10_fs_rfembedded/metrics.csv,data/result/chamados_pct10_fs_rfembedded/,results/chamados_pct10_fs_rfembedded/selected_features.csv,2.700000,True,431.655978,349.304118,20.775953,18.689441,14.797446,13.667633,0.084622,0.078136,0.157572,0.129151,0.043833,0.034419,0.988900,0.991173,75.000000,75.000000,10.042919
ARIMA-MLP,austres,lasso,results/chamados_pct10_fs_lasso/metrics.csv,data/result/chamados_pct10_fs_lasso/,results/chamados_pct10_fs_lasso/selected_features.csv,1.000000,True,431.655978,355.413728,20.775953,18.852405,14.797446,13.523411,0.084622,0.077293,0.157572,0.129705,0.043833,0.034782,0.988900,0.991049,75.000000,75.000000,9.258530
ARIMA-MLP,austres,rfecv,results/chamados_pct10_fs_rfecv/metrics.csv,data/result/chamados_pct10_fs_rfecv/,results/chamados_pct10_fs_rfecv/selected_features.csv,6.200000,True,431.655978,421.955978,20.775953,20.529176,14.797446,14.763394,0.084622,0.084420,0.157572,0.152062,0.043833,0.042405,0.988900,0.989211,75.000000,75.000000,1.187799
ARIMA-MLP,coloradoRiver,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,67.000000,False,0.152609,0.152609,0.390382,0.390382,0.315683,0.315683,34.696106,34.696106,0.768622,0.768622,0.753853,0.753853,0.605383,0.605383,51.216216,51.216216,0.000000
ARIMA-MLP,coloradoRiver,ftest,results/chamados_pct10_fs_ftest/metrics.csv,data/result/chamados_pct10_fs_ftest/,results/chamados_pct10_fs_ftest/selected_features.csv,1.000000,False,0.152609,0.107590,0.390382,0.327895,0.315683,0.266968,34.696106,29.208776,0.768622,0.764127,0.753853,0.702701,0.605383,0.664453,51.216216,51.216216,16.006654
ARIMA-MLP,coloradoRiver,mutualinfo,results/chamados_pct10_fs_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_mutualinfo/,results/chamados_pct10_fs_mutualinfo/selected_features.csv,15.000000,False,0.152609,0.113583,0.390382,0.336851,0.315683,0.270922,34.696106,29.558944,0.768622,0.723884,0.753853,0.715173,0.605383,0.654493,51.216216,52.972973,13.712687
ARIMA-MLP,coloradoRiver,rfembedded,results/chamados_pct10_fs_rfembedded/metrics.csv,data/result/chamados_pct10_fs_rfembedded/,results/chamados_pct10_fs_rfembedded/selected_features.csv,16.200000,False,0.152609,0.153695,0.390382,0.391958,0.315683,0.312660,34.696106,33.894654,0.768622,0.729058,0.753853,0.756402,0.605383,0.603792,51.216216,49.324324,-0.403657
ARIMA-MLP,coloradoRiver,lasso,results/chamados_pct10_fs_lasso/metrics.csv,data/result/chamados_pct10_fs_lasso/,results/chamados_pct10_fs_lasso/selected_features.csv,1.000000,False,0.152609,0.107590,0.390382,0.327895,0.315683,0.266968,34.696106,29.208776,0.768622,0.764127,0.753853,0.702701,0.605383,0.664453,51.216216,51.216216,16.006654
ARIMA-MLP,coloradoRiver,rfecv,results/chamados_pct10_fs_rfecv/metrics.csv,data/result/chamados_pct10_fs_rfecv/,results/chamados_pct10_fs_rfecv/selected_features.csv,49.900000,False,0.152609,0.161699,0.390382,0.401909,0.315683,0.323655,34.696106,35.296088,0.768622,0.772116,0.753853,0.754394,0.605383,0.599854,51.216216,51.891892,-2.952750
ARIMA-MLP,samurec,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,107.000000,False,53.930283,53.930283,7.343398,7.343398,6.071748,6.071748,20.896206,20.896206,4.015379,4.015379,5.993213,5.993213,0.361688,0.361688,58.220339,58.220339,0.000000
ARIMA-MLP,samurec,ftest,results/chamados_pct10_fs_ftest/metrics.csv,data/result/chamados_pct10_fs_ftest/,results/chamados_pct10_fs_ftest/selected_features.csv,15.000000,False,53.930283,50.970977,7.343398,7.139393,6.071748,5.815775,20.896206,19.799591,4.015379,7.256452,5.993213,8.128187,0.361688,0.349080,58.220339,54.067797,2.778063
ARIMA-MLP,samurec,mutualinfo,results/chamados_pct10_fs_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_mutualinfo/,results/chamados_pct10_fs_mutualinfo/selected_features.csv,20.000000,False,53.930283,47.534679,7.343398,6.894512,6.071748,5.788883,20.896206,20.187863,4.015379,21.513991,5.993213,20.861846,0.361688,0.268153,58.220339,62.627119,6.112775
ARIMA-MLP,samurec,rfembedded,results/chamados_pct10_fs_rfembedded/metrics.csv,data/result/chamados_pct10_fs_rfembedded/,results/chamados_pct10_fs_rfembedded/selected_features.csv,41.700000,False,53.930283,53.593594,7.343398,7.319547,6.071748,5.970576,20.896206,20.420067,4.015379,6.961030,5.993213,7.220683,0.361688,0.341986,58.220339,54.661017,0.324793
ARIMA-MLP,samurec,lasso,results/chamados_pct10_fs_lasso/metrics.csv,data/result/chamados_pct10_fs_lasso/,results/chamados_pct10_fs_lasso/selected_features.csv,1.000000,False,53.930283,48.317129,7.343398,6.951052,6.071748,5.797779,20.896206,20.140666,4.015379,21.474298,5.993213,25.717664,0.361688,0.239661,58.220339,56.610169,5.342836
ARIMA-MLP,samurec,rfecv,results/chamados_pct10_fs_rfecv/metrics.csv,data/result/chamados_pct10_fs_rfecv/,results/chamados_pct10_fs_rfecv/selected_features.csv,86.200000,False,53.930283,53.695806,7.343398,7.327624,6.071748,6.037626,20.896206,20.663907,4.015379,4.278955,5.993213,5.867576,0.361688,0.370218,58.220339,57.288136,0.214797
ARIMA-MLP,sunspot,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,26.000000,False,396.680973,396.680973,19.915364,19.915364,15.657570,15.657570,35.839753,35.839753,0.304271,0.304271,0.199351,0.199351,0.948023,0.948023,64.642857,64.642857,0.000000
ARIMA-MLP,sunspot,ftest,results/chamados_pct10_fs_ftest/metrics.csv,data/result/chamados_pct10_fs_ftest/,results/chamados_pct10_fs_ftest/selected_features.csv,9.000000,False,396.680973,337.036800,19.915364,18.358352,15.657570,14.826901,35.839753,39.255040,0.304271,0.284573,0.199351,0.178285,0.948023,0.955045,64.642857,64.285714,7.818145
ARIMA-MLP,sunspot,mutualinfo,results/chamados_pct10_fs_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_mutualinfo/,results/chamados_pct10_fs_mutualinfo/selected_features.csv,15.000000,False,396.680973,359.952980,19.915364,18.972365,15.657570,15.363876,35.839753,39.883397,0.304271,0.302453,0.199351,0.179720,0.948023,0.953329,64.642857,63.928571,4.735032
ARIMA-MLP,sunspot,rfembedded,results/chamados_pct10_fs_rfembedded/metrics.csv,data/result/chamados_pct10_fs_rfembedded/,results/chamados_pct10_fs_rfembedded/selected_features.csv,10.100000,False,396.680973,352.672121,19.915364,18.772949,15.657570,15.265320,35.839753,39.695156,0.304271,0.297380,0.199351,0.180698,0.948023,0.953665,64.642857,62.857143,5.736351
ARIMA-MLP,sunspot,lasso,results/chamados_pct10_fs_lasso/metrics.csv,data/result/chamados_pct10_fs_lasso/,results/chamados_pct10_fs_lasso/selected_features.csv,1.000000,False,396.680973,370.696263,19.915364,19.253464,15.657570,15.856985,35.839753,36.753331,0.304271,0.349959,0.199351,0.196761,0.948023,0.950582,64.642857,67.857143,3.323565
ARIMA-MLP,sunspot,rfecv,results/chamados_pct10_fs_rfecv/metrics.csv,data/result/chamados_pct10_fs_rfecv/,results/chamados_pct10_fs_rfecv/selected_features.csv,20.500000,False,396.680973,390.717047,19.915364,19.760200,15.657570,15.617041,35.839753,37.995494,0.304271,0.311757,0.199351,0.199496,0.948023,0.948445,64.642857,69.642857,0.779120
ARIMA-MLP,windspeedfortaleza,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,13.000000,False,0.157648,0.157648,0.397045,0.397045,0.335071,0.335071,11.913716,11.913716,0.754369,0.754369,0.293671,0.293671,0.923817,0.923817,57.857143,57.857143,0.000000
ARIMA-MLP,windspeedfortaleza,ftest,results/chamados_pct10_fs_ftest/metrics.csv,data/result/chamados_pct10_fs_ftest/,results/chamados_pct10_fs_ftest/selected_features.csv,1.000000,False,0.157648,0.168080,0.397045,0.409975,0.335071,0.338745,11.913716,11.768623,0.754369,0.791163,0.293671,0.309296,0.923817,0.918735,57.857143,57.142857,-3.256693
ARIMA-MLP,windspeedfortaleza,mutualinfo,results/chamados_pct10_fs_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_mutualinfo/,results/chamados_pct10_fs_mutualinfo/selected_features.csv,13.000000,False,0.157648,0.157648,0.397045,0.397045,0.335071,0.335071,11.913716,11.913716,0.754369,0.754369,0.293671,0.293671,0.923817,0.923817,57.857143,57.857143,0.000000
ARIMA-MLP,windspeedfortaleza,rfembedded,results/chamados_pct10_fs_rfembedded/metrics.csv,data/result/chamados_pct10_fs_rfembedded/,results/chamados_pct10_fs_rfembedded/selected_features.csv,5.200000,False,0.157648,0.210861,0.397045,0.449977,0.335071,0.367127,11.913716,12.639275,0.754369,0.756821,0.293671,0.329185,0.923817,0.905545,57.857143,64.285714,-13.331590
ARIMA-MLP,windspeedfortaleza,lasso,results/chamados_pct10_fs_lasso/metrics.csv,data/result/chamados_pct10_fs_lasso/,results/chamados_pct10_fs_lasso/selected_features.csv,1.000000,False,0.157648,0.156726,0.397045,0.395886,0.335071,0.331485,11.913716,11.460330,0.754369,0.693165,0.293671,0.285333,0.923817,0.925006,57.857143,57.142857,0.291868
ARIMA-MLP,windspeedfortaleza,rfecv,results/chamados_pct10_fs_rfecv/metrics.csv,data/result/chamados_pct10_fs_rfecv/,results/chamados_pct10_fs_rfecv/selected_features.csv,7.400000,False,0.157648,0.163627,0.397045,0.404283,0.335071,0.337116,11.913716,11.824584,0.754369,0.773937,0.293671,0.300184,0.923817,0.921286,57.857143,61.428571,-1.822961
ARIMA-SVR,airlines,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,13.000000,False,401.409326,401.409326,20.035202,20.035202,17.057345,17.057345,3.633918,3.633918,0.150045,0.150045,0.070068,0.070068,0.982385,0.982385,78.571429,78.571429,0.000000
ARIMA-SVR,airlines,ftest,results/chamados_pct10_fs_arimasvr_ftest/metrics.csv,data/result/chamados_pct10_fs_arimasvr_ftest/,results/chamados_pct10_fs_arimasvr_ftest/selected_features.csv,9.000000,False,401.409326,544.432597,20.035202,23.333079,17.057345,19.315445,3.633918,4.070672,0.150045,0.177609,0.070068,0.093738,0.982385,0.976124,78.571429,78.571429,-16.460414
ARIMA-SVR,airlines,mutualinfo,results/chamados_pct10_fs_arimasvr_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_arimasvr_mutualinfo/,results/chamados_pct10_fs_arimasvr_mutualinfo/selected_features.csv,13.000000,False,401.409326,401.409326,20.035202,20.035202,17.057345,17.057345,3.633918,3.633918,0.150045,0.150045,0.070068,0.070068,0.982385,0.982385,78.571429,78.571429,0.000000
ARIMA-SVR,airlines,rfembedded,results/chamados_pct10_fs_arimasvr_rfembedded/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfembedded/,results/chamados_pct10_fs_arimasvr_rfembedded/selected_features.csv,4.000000,False,401.409326,428.075935,20.035202,20.689996,17.057345,16.369118,3.633918,3.547375,0.150045,0.137354,0.070068,0.072395,0.982385,0.981492,78.571429,78.571429,-3.268217
ARIMA-SVR,airlines,lasso,results/chamados_pct10_fs_arimasvr_lasso/metrics.csv,data/result/chamados_pct10_fs_arimasvr_lasso/,results/chamados_pct10_fs_arimasvr_lasso/selected_features.csv,1.000000,False,401.409326,388.979968,20.035202,19.722575,17.057345,15.533965,3.633918,3.400182,0.150045,0.137027,0.070068,0.066402,0.982385,0.983130,78.571429,78.571429,1.560389
ARIMA-SVR,airlines,rfecv,results/chamados_pct10_fs_arimasvr_rfecv/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfecv/,results/chamados_pct10_fs_arimasvr_rfecv/selected_features.csv,12.000000,False,401.409326,444.152942,20.035202,21.074936,17.057345,18.257246,3.633918,3.902291,0.150045,0.157941,0.070068,0.077026,0.982385,0.980536,78.571429,78.571429,-5.189537
ARIMA-SVR,austres,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,8.000000,True,356.337301,356.337301,18.876899,18.876899,13.900089,13.900089,0.079505,0.079505,0.134889,0.134889,0.035708,0.035708,0.990920,0.990920,75.000000,75.000000,0.000000
ARIMA-SVR,austres,ftest,results/chamados_pct10_fs_arimasvr_ftest/metrics.csv,data/result/chamados_pct10_fs_arimasvr_ftest/,results/chamados_pct10_fs_arimasvr_ftest/selected_features.csv,5.000000,True,356.337301,452.219253,18.876899,21.265447,13.900089,15.047157,0.079505,0.086100,0.134889,0.164107,0.035708,0.046241,0.990920,0.988335,75.000000,75.000000,-12.653290
ARIMA-SVR,austres,mutualinfo,results/chamados_pct10_fs_arimasvr_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_arimasvr_mutualinfo/,results/chamados_pct10_fs_arimasvr_mutualinfo/selected_features.csv,5.000000,True,356.337301,305.604994,18.876899,17.481562,13.900089,14.262030,0.079505,0.081566,0.134889,0.123203,0.035708,0.030523,0.990920,0.992234,75.000000,87.500000,7.391771
ARIMA-SVR,austres,rfembedded,results/chamados_pct10_fs_arimasvr_rfembedded/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfembedded/,results/chamados_pct10_fs_arimasvr_rfembedded/selected_features.csv,3.000000,True,356.337301,412.953974,18.876899,20.321269,13.900089,17.060564,0.079505,0.097603,0.134889,0.154777,0.035708,0.041861,0.990920,0.989396,75.000000,75.000000,-7.651524
ARIMA-SVR,austres,lasso,results/chamados_pct10_fs_arimasvr_lasso/metrics.csv,data/result/chamados_pct10_fs_arimasvr_lasso/,results/chamados_pct10_fs_arimasvr_lasso/selected_features.csv,1.000000,True,356.337301,350.355752,18.876899,18.717792,13.900089,13.097959,0.079505,0.074854,0.134889,0.128621,0.035708,0.033928,0.990920,0.991225,75.000000,75.000000,0.842862
ARIMA-SVR,austres,rfecv,results/chamados_pct10_fs_arimasvr_rfecv/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfecv/,results/chamados_pct10_fs_arimasvr_rfecv/selected_features.csv,7.000000,True,356.337301,567.984695,18.876899,23.832429,13.900089,16.996673,0.079505,0.097270,0.134889,0.183812,0.035708,0.056740,0.990920,0.985495,75.000000,75.000000,-26.251827
ARIMA-SVR,coloradoRiver,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,67.000000,False,0.198910,0.198910,0.445994,0.445994,0.365586,0.365586,40.967593,40.967593,0.901369,0.901369,0.762988,0.762988,0.569918,0.569918,60.810811,60.810811,0.000000
ARIMA-SVR,coloradoRiver,ftest,results/chamados_pct10_fs_arimasvr_ftest/metrics.csv,data/result/chamados_pct10_fs_arimasvr_ftest/,results/chamados_pct10_fs_arimasvr_ftest/selected_features.csv,1.000000,False,0.198910,0.105507,0.445994,0.324818,0.365586,0.269164,40.967593,29.844748,0.901369,0.718482,0.762988,0.742308,0.569918,0.650258,60.810811,41.891892,27.169881
ARIMA-SVR,coloradoRiver,mutualinfo,results/chamados_pct10_fs_arimasvr_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_arimasvr_mutualinfo/,results/chamados_pct10_fs_arimasvr_mutualinfo/selected_features.csv,5.000000,False,0.198910,0.089227,0.445994,0.298708,0.365586,0.243545,40.967593,26.779117,0.901369,0.739186,0.762988,0.685205,0.569918,0.691427,60.810811,55.405405,33.024142
ARIMA-SVR,coloradoRiver,rfembedded,results/chamados_pct10_fs_arimasvr_rfembedded/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfembedded/,results/chamados_pct10_fs_arimasvr_rfembedded/selected_features.csv,17.000000,False,0.198910,0.135715,0.445994,0.368395,0.365586,0.279546,40.967593,30.446847,0.901369,0.624918,0.762988,0.744668,0.569918,0.616155,60.810811,60.810811,17.399151
ARIMA-SVR,coloradoRiver,lasso,results/chamados_pct10_fs_arimasvr_lasso/metrics.csv,data/result/chamados_pct10_fs_arimasvr_lasso/,results/chamados_pct10_fs_arimasvr_lasso/selected_features.csv,1.000000,False,0.198910,0.105507,0.445994,0.324818,0.365586,0.269164,40.967593,29.844748,0.901369,0.718482,0.762988,0.742308,0.569918,0.650258,60.810811,41.891892,27.169881
ARIMA-SVR,coloradoRiver,rfecv,results/chamados_pct10_fs_arimasvr_rfecv/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfecv/,results/chamados_pct10_fs_arimasvr_rfecv/selected_features.csv,45.000000,False,0.198910,0.151145,0.445994,0.388774,0.365586,0.307193,40.967593,33.144447,0.901369,0.786363,0.762988,0.807519,0.569918,0.586569,60.810811,50.000000,12.829720
ARIMA-SVR,samurec,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,107.000000,False,52.777023,52.777023,7.264780,7.264780,6.015372,6.015372,20.507794,20.507794,3.890146,3.890146,5.558775,5.558775,0.380882,0.380882,60.169492,60.169492,0.000000
ARIMA-SVR,samurec,ftest,results/chamados_pct10_fs_arimasvr_ftest/metrics.csv,data/result/chamados_pct10_fs_arimasvr_ftest/,results/chamados_pct10_fs_arimasvr_ftest/selected_features.csv,15.000000,False,52.777023,51.363427,7.264780,7.166828,6.015372,5.833434,20.507794,19.919408,3.890146,7.524072,5.558775,8.471922,0.380882,0.333881,60.169492,56.779661,1.348305
ARIMA-SVR,samurec,mutualinfo,results/chamados_pct10_fs_arimasvr_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_arimasvr_mutualinfo/,results/chamados_pct10_fs_arimasvr_mutualinfo/selected_features.csv,20.000000,False,52.777023,49.415425,7.264780,7.029611,6.015372,5.851679,20.507794,20.433050,3.890146,22.784274,5.558775,22.297682,0.380882,0.238597,60.169492,51.694915,3.237111
ARIMA-SVR,samurec,rfembedded,results/chamados_pct10_fs_arimasvr_rfembedded/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfembedded/,results/chamados_pct10_fs_arimasvr_rfembedded/selected_features.csv,40.000000,False,52.777023,53.347870,7.264780,7.303963,6.015372,5.952970,20.507794,20.279020,3.890146,7.907717,5.558775,8.174664,0.380882,0.324986,60.169492,58.474576,-0.539355
ARIMA-SVR,samurec,lasso,results/chamados_pct10_fs_arimasvr_lasso/metrics.csv,data/result/chamados_pct10_fs_arimasvr_lasso/,results/chamados_pct10_fs_arimasvr_lasso/selected_features.csv,1.000000,False,52.777023,49.277960,7.264780,7.019826,6.015372,5.753367,20.507794,19.705146,3.890146,13.333238,5.558775,15.515345,0.380882,0.279045,60.169492,57.627119,3.371794
ARIMA-SVR,samurec,rfecv,results/chamados_pct10_fs_arimasvr_rfecv/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfecv/,results/chamados_pct10_fs_arimasvr_rfecv/selected_features.csv,88.000000,False,52.777023,52.858049,7.264780,7.270354,6.015372,6.048188,20.507794,20.498476,3.890146,3.932152,5.558775,5.776597,0.380882,0.377423,60.169492,59.322034,-0.076733
ARIMA-SVR,sunspot,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,26.000000,False,446.702087,446.702087,21.135328,21.135328,16.741319,16.741319,37.377478,37.377478,0.344395,0.344395,0.219831,0.219831,0.941678,0.941678,67.857143,67.857143,0.000000
ARIMA-SVR,sunspot,ftest,results/chamados_pct10_fs_arimasvr_ftest/metrics.csv,data/result/chamados_pct10_fs_arimasvr_ftest/,results/chamados_pct10_fs_arimasvr_ftest/selected_features.csv,15.000000,False,446.702087,366.276344,21.135328,19.138347,16.741319,15.918533,37.377478,39.125404,0.344395,0.288761,0.219831,0.181260,0.941678,0.952724,67.857143,64.285714,9.448543
ARIMA-SVR,sunspot,mutualinfo,results/chamados_pct10_fs_arimasvr_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_arimasvr_mutualinfo/,results/chamados_pct10_fs_arimasvr_mutualinfo/selected_features.csv,20.000000,False,446.702087,430.683533,21.135328,20.752916,16.741319,16.799726,37.377478,37.018512,0.344395,0.327581,0.219831,0.194859,0.941678,0.946533,67.857143,60.714286,1.809348
ARIMA-SVR,sunspot,rfembedded,results/chamados_pct10_fs_arimasvr_rfembedded/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfembedded/,results/chamados_pct10_fs_arimasvr_rfembedded/selected_features.csv,9.000000,False,446.702087,338.082006,21.135328,18.387006,16.741319,14.953830,37.377478,38.744592,0.344395,0.287413,0.219831,0.173586,0.941678,0.955592,67.857143,64.285714,13.003449
ARIMA-SVR,sunspot,lasso,results/chamados_pct10_fs_arimasvr_lasso/metrics.csv,data/result/chamados_pct10_fs_arimasvr_lasso/,results/chamados_pct10_fs_arimasvr_lasso/selected_features.csv,1.000000,False,446.702087,359.901131,21.135328,18.971060,16.741319,15.265213,37.377478,35.537890,0.344395,0.329300,0.219831,0.183567,0.941678,0.953053,67.857143,67.857143,10.240047
ARIMA-SVR,sunspot,rfecv,results/chamados_pct10_fs_arimasvr_rfecv/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfecv/,results/chamados_pct10_fs_arimasvr_rfecv/selected_features.csv,18.000000,False,446.702087,572.121813,21.135328,23.919068,16.741319,19.050548,37.377478,41.973149,0.344395,0.344543,0.219831,0.202075,0.941678,0.937137,67.857143,82.142857,-13.171028
ARIMA-SVR,windspeedfortaleza,sem_FS,results/baseline_metrics.csv,data/result/chamados_pct10/,,13.000000,False,0.195034,0.195034,0.441626,0.441626,0.353026,0.353026,12.658478,12.658478,0.559573,0.559573,0.282374,0.282374,0.916457,0.916457,57.142857,57.142857,0.000000
ARIMA-SVR,windspeedfortaleza,ftest,results/chamados_pct10_fs_arimasvr_ftest/metrics.csv,data/result/chamados_pct10_fs_arimasvr_ftest/,results/chamados_pct10_fs_arimasvr_ftest/selected_features.csv,13.000000,False,0.195034,0.195034,0.441626,0.441626,0.353026,0.353026,12.658478,12.658478,0.559573,0.559573,0.282374,0.282374,0.916457,0.916457,57.142857,57.142857,0.000000
ARIMA-SVR,windspeedfortaleza,mutualinfo,results/chamados_pct10_fs_arimasvr_mutualinfo/metrics.csv,data/result/chamados_pct10_fs_arimasvr_mutualinfo/,results/chamados_pct10_fs_arimasvr_mutualinfo/selected_features.csv,9.000000,False,0.195034,0.335531,0.441626,0.579250,0.353026,0.462689,12.658478,16.342730,0.559573,0.870426,0.282374,0.448367,0.916457,0.855575,57.142857,50.000000,-31.163070
ARIMA-SVR,windspeedfortaleza,rfembedded,results/chamados_pct10_fs_arimasvr_rfembedded/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfembedded/,results/chamados_pct10_fs_arimasvr_rfembedded/selected_features.csv,5.000000,False,0.195034,0.286549,0.441626,0.535303,0.353026,0.465139,12.658478,15.466742,0.559573,0.815471,0.282374,0.389642,0.916457,0.877583,57.142857,50.000000,-21.211748
ARIMA-SVR,windspeedfortaleza,lasso,results/chamados_pct10_fs_arimasvr_lasso/metrics.csv,data/result/chamados_pct10_fs_arimasvr_lasso/,results/chamados_pct10_fs_arimasvr_lasso/selected_features.csv,1.000000,False,0.195034,0.157714,0.441626,0.397133,0.353026,0.327472,12.658478,11.285900,0.559573,0.666363,0.282374,0.287013,0.916457,0.924490,57.142857,57.142857,10.074915
ARIMA-SVR,windspeedfortaleza,rfecv,results/chamados_pct10_fs_arimasvr_rfecv/metrics.csv,data/result/chamados_pct10_fs_arimasvr_rfecv/,results/chamados_pct10_fs_arimasvr_rfecv/selected_features.csv,8.000000,False,0.195034,0.424715,0.441626,0.651702,0.353026,0.536943,12.658478,19.827099,0.559573,0.490619,0.282374,0.370833,0.916457,0.862816,57.142857,57.142857,-47.568612
