y
949
925
991
984
958
1008
981
1038
986
1034
1035
1028
1114
1098
1119
1141
1220
1143
1149
1148
1142
1145
1136
1156
1221
1212
1248
1185
1178
1197
1188
1224
1197
1204
1221
1246
1287
1271
1323
1336
1353
1347
1364
1368
1356
1312
1355
1360
1423
1431
1440
1482
1509
1458
1402
1488
1449
1451
1486
1499
1649
1641
1658
1566
1620
1591
1618
1644
1589
1605
1628
1639
1862
1818
1757
1793
1725
1771
1758
1837
1812
1815
1911
1963
1933
1721
1687
1741
1828
1856
1895
1891
1918
1907
1896
1928
2039
1977
2073
2043
1995
2002
1977
1999
1994
1997
2033
2080
2138
2181
2220
2244
2141
2143
2112
2113
2141
2105
2043
2132
2235
2199
2183
2272
2278
2295
2300
2346
2343
2299
2301
2308
2448
2329
2389
2279
2229
2344
2332
2416
2373
2360
2366
2242
2381
2462
2409
2564
2512
2535
2501
2519
2524
2496
2499
2456
2573
2682
2698
2585
2504
2522
2548
2555
2499
2510
2480
2541
2666
2718
2762
2917
2742
2727
2705
2711
2704
2691
2737
2672
2822
2875
2832
2945
2792
2896
2798
2766
2951
2938
2890
2937
3115
3073
3221
3164
3106
3130
3032
3008
3150
3037
3179
3140
3240
3294
3295
3365
3214
3202
3303
3278
3266
3234
3313
3340
3515
3553
3455
3586
3485
3411
3519
3520
3545
3542
3507
3442
3621
3596
3659
3747
3630
3575
3604
3671
3659
3582
3629
3736
3772
3879
3940
4040
3802
3794
3770
3823
3904
3783
3829
3980
4088
4230
4253
4195
4147
4085
4088
4130
4075
4088
4167
4180
4132
4256
4431
4406
4117
4005
3919
3976
3981
3881
4075
4029
4033
4284
4265
4432
4209
4194
4100
4176
4110
4174
4239
4188
4399
4605
4542
4403
4316
4232
4256
4225
4256
4355
4360
4550
4510
4690
4899
4873
4723
4557
4599
4653
4654
4591
4529
4665
4809
4967
5070
4997
4800
4760
4725
4744
4654
4669
4748
4949
4928
5187
5212
5063
4807
4880
4847
4958
4842
4852
5044
5075
5203
5352
5424
5405
5220
5115
5057
5195
5158
5240
5295
5333
5491
5690
5724
5604
5382
5368
5419
5520
5413
5481
5441
5366
5279
5465
5743
5672
5266
5261
5315
5392
5363
5441
5592
5739
5799
5979
6200
5982
5731
5653
5707
5755
5712
5628
5759
6029
6285
6504
6436
6183
6148
6011
6082
6178
6134
6119
6046
6344
6353
6813
7026
6535
6142
6180
6189
6391
6340
6252
6544
6725
6617
6953
6834
6572
6614
6498
6544
6797
6573
6655
6850
6886
7333
8020
7282
7007
6795
6627
6640
6873
6787
6923
7265
7267
7331
7665
7279
7236
6684
6568
6447
6649
6494
6593
6666
6610
7006
7436
7282
7357
6888
6671
6697
6639
6610
6478
6713
6950
7337
7546
7875
7305
6723
6828
6777
6900
7002
6909
6962
7146
7544
7600
7803
7557
7233
6927
7081
7174
6986
7118
7203
7298
8029
8159
7786
7496
7406
7088
7111
7200
7061
7377
7547
7471
7980
8120
7950
7081
6672
6566
6979
7110
7264
7491
7579
7843
8098
7972
8258
8110
7580
7330
7472
7607
7349
7453
7606
7894
8496
8543
8764
7905
7537
7589
7630
7645
7537
7418
7580
8007
8299
8623
8954
8645
7869
7698
7718
7800
7820
8054
8036
8375
8893
9154
9354
9077
8383
8213
8159
8629
8236
8449
8671
8583
8883
9703
9749
8744
8419
8255
8517
8280
8185
8442
