y
5623
5551
5725
5797
6002
5988
6054
6022
6353
6144
6393
6337
6276
6239
6266
6393
6458
6559
6467
6879
6817
6800
7145
6636
7150
6563
6878
6527
6751
6464
6584
6813
6561
6599
6754
6452
6702
6354
6570
7255
6829
6998
7080
7275
7381
7189
7285
7046
7151
6860
6902
7659
7157
7804
7373
7400
7937
7694
7620
7547
7704
8008
8198
7815
8125
8342
8231
8550
8790
8307
9096
8463
8598
8665
8690
9170
8807
9039
8510
9359
9368
9098
9472
9080
9130
9104
8522
9014
9674
9406
9324
9912
9658
9716
10145
9251
9992
9074
9502
9227
9734
9219
9469
10006
9753
9785
10067
9589
10152
9761
9704
10320
9462
9791
9989
9882
10627
10388
9963
9994
9959
10238
9383
10604
9860
10300
10533
10365
11250
10540
10826
10268
10458
10754
10165
10492
9267
10046
9719
10303
11063
10377
11052
10204
9981
10236
9515
10133
10555
10763
10246
11126
11206
10855
11231
10628
10590
10610
10543
10259
10771
10425
10592
11027
10782
10744
11085
10403
10803
10371
10427
11516
10881
10949
10874
11267
11443
11170
11367
10898
10895
10773
10595
11432
10712
11242
10737
11028
11842
11695
11626
11552
11876
11914
11659
12243
11660
11737
11792
11777
12575
11981
12525
11987
11898
12372
12184
12618
12461
12617
12059
13114
12989
12927
13050
12798
13149
13216
12768
13040
13395
13096
13093
13654
13656
13869
14231
13513
14099
13559
13347
14114
13849
13229
13446
14101
14224
14133
13961
13509
13689
13409
13636
14678
13711
13902
13787
14129
14362
14218
14398
14117
14299
14282
14705
14694
14513
14521
14421
14465
14669
14947
15347
14653
14729
15373
15005
15628
15007
13361
10983
11216
11721
11680
11943
11840
12158
12416
12803
13661
13701
13363
12836
13326
13366
13574
13994
13638
13540
13461
13659
13279
13387
13100
12993
13259
13115
13829
13862
14042
14930
14715
14904
15501
14907
14899
15094
15190
15594
15840
15805
15751
15518
15157
15517
16304
15582
15634
15509
15839
16392
16075
16089
16117
15696
16179
16273
16494
15886
15970
15982
16352
16434
16453
16723
16690
16700
16615
17289
17761
17291
16890
16590
16971
17586
17489
17983
17621
17158
17089
17294
17285
17577
17180
17452
17984
17869
18232
18164
16660
16124
16191
16932
17028
16500
16330
16656
17158
17517
17859
18059
18202
17684
18113
18522
18825
18240
18213
17936
18657
18980
18818
18710
19306
19248
19218
19391
19369
18909
18738
18732
19249
19754
19385
19379
19298
18915
19327
20243
20296
19245
19343
18762
19393
19904
19838
20486
19506
20090
19775
19907
20097
19912
19653
19332
19838
20027
20326
20766
20382
20704
21653
20718
20452
20068
19293
19130
19438
19529
20305
20968
20099
20943
20870
20150
20215
19296
18753
18533
19085
18919
19815
19837
19359
19314
19495
19611
20520
19303
18652
18389
18698
19239
19148
19361
19268
19686
19584
20173
19878
18885
18860
18392
18500
19351
19443
19915
19748
20074
19694
20849
20730
19741
19178
19270
19376
19602
20105
20153
20023
21092
20711
20763
19957
20327
19114
18812
19036
19460
20349
20785
19726
20158
20029
20221
18065
17378
17316
18381
19325
19785
21224
20377
20807
21498
20538
21989
21063
19963
19752
19528
19801
20669
20797
20237
20723
20527
20326
22018
21770
20789
19925
19949
20376
20443
20496
20581
20763
20159
20704
22083
21706
20584
20481
20136
20745
21190
22135
22489
22841
22479
22120
23128
22742
22971
21978
21435
21817
22175
23084
22217
22484
22559
22877
23753
22355
22059
21243
21317
21495
21690
22421
