ExperimentID,Serie,Modelo,Strategy,N_Features_Selected_mean,N_Features_Selected_std,N_Repeticoes,N_Features_Total
chamados_v4_fs_arimasvr_lasso,airlines,1aslasso,lasso,1.000000,,1,20
chamados_v4_fs_arimasvr_lasso,austres,1aslasso,lasso,1.000000,,1,1
chamados_v4_fs_arimasvr_lasso,coloradoRiver,1aslasso,lasso,1.000000,,1,16
chamados_v4_fs_arimasvr_lasso,sunspot,1aslasso,lasso,2.000000,,1,9
