ExperimentID,Serie,Modelo,Strategy,N_Features_Selected_mean,N_Features_Selected_std,N_Repeticoes,N_Features_Total
chamados_pct10_fs_svr_lasso,airlines,1svrpct10lasso,lasso,13.000000,,1,13
chamados_pct10_fs_svr_lasso,austres,1svrpct10lasso,lasso,8.000000,,1,8
chamados_pct10_fs_svr_lasso,coloradoRiver,1svrpct10lasso,lasso,55.000000,,1,67
chamados_pct10_fs_svr_lasso,samurec,1svrpct10lasso,lasso,52.000000,,1,107
chamados_pct10_fs_svr_lasso,sunspot,1svrpct10lasso,lasso,9.000000,,1,26
chamados_pct10_fs_svr_lasso,windspeedfortaleza,1svrpct10lasso,lasso,4.000000,,1,13
