serie,MSE,MAD,MAPE
sunspot.txt,376.28833349945234,14.4239556618804,35.157033915941
lynx.txt,214402.00964265643,378.9641175753837,49.38765866676583
airlines.txt,438.13886990913267,15.580592965507705,3.272419818080826
